lyrics,genre
make_a sound new make_a sound make_a sound make sound the_door big wall sound the_door big wall sound you_want gun you_want the_fire burn you_want gun get get get you_want gun you_want the_fire burn you_want gun get get get,electronic
change the_world bring land wear away year stone move u soul blood fill need watch faith turn spirit chain race take silence people break bring life the_end throw the_fire hate to_see fear state sorrow every soul,metal
yeah come_on yeah_yeah one real shit talkin bout keep real hop alive doin talk bout keep_it real goin year everybody talk bout doin shit sell sell shit real nigga doin nigga need money bad goin i_never i_never i_get talk let keep_it real to_take fuckin sell nigga hop get_the hell take call nigga clothes small i_never take another fuckin shit first hit fuckin get_the shot gonna damn shame you_get fool sit watch fool flame big game,hip hop
old road carry grow lose fear the_fire the_fire go miss fail to_see cause_i choose another tear piece cry still fear voice cry fear voice cry end cry dawn come crash,heavy metal
i_tell try river look_at the_people happy face smile throw kiss make sound bright never get dark come the_sun get_your green green play come the_sun reach go buy put pretend star just_like bright never get dark come the_sun get_your green green play come the_sun,pop
pretty woman get_to i_find you_never really live go round i_know go go round lie shine right right the_world live go round i_know go go round,rock
year ever man bleed speak never call last name break_the law wind dead truth law gun rule the_street every meet taste even death might win fight start war city fight back blood fear gun may death,heavy metal
ooh sure want to_say to_say soon soon low past hold oh escape safe path oh day always home so_far away like_a word nothing say waste mean sell state hold escape safe path oh oh,alternative rock
bed get really bad time ever sick boy sick boy happy people take people white sick boy sick boy yeah happy people take people white sick boy sick boy yeah,rock
woah well well well still love_me though cause so_much pain yeah wrong wrong time ooh still love_me deny oh_no since my_life my_life be_go fine say the_world yeah one i_go gonna leave lady oh_no one i_go gonna leave lady cause mine make_me good inside tell lord inside i_say one make mistake i_say sing bout lady,pop
give_you shin love get hot my_heart_be i_know_i gotta give_up i_give i_know leave taste my_mind give_you give_you catch breath break i_feel like survive i_feel around i_know_i gotta give_up i_give i_know leave taste my_mind,pop
dark fail hope way come around state shall magic stand stand become see way set state magic take_me high work stand every thought place forever,heavy metal
leave_me alone you_see stop cry i_get knee please leave_me alone leave_me alone leave_me alone leave_me alone leave_me alone last night play truth i_come love_be the_air meet dance the_fire you_say walk town please leave_me alone you_see stop cry i_get knee please leave_me alone leave_me alone you_see stop cry you_walk door leave_me alone sit stand cold you_say your_love real you_say heal ready_to fly this_time last leave_me alone you_see stop cry i_get knee please leave_me alone leave_me alone you_see stop cry you_walk door leave_me alone leave_me alone you_see stop cry i_get knee please leave_me alone leave_me alone meet dance the_fire you_say walk town please you_say your_love real you_say heal ready_to fly this_time last leave_me alone you_see stop cry i_get knee please leave_me alone leave_me alone you_see stop cry you_walk door leave_me alone,pop
break_the law break_the law break_the law break_the law break_the law break_the law break_the law break_the law break_the law roll bag bag,hip hop
fine meet truth inside put you_take control soul yeah_i love break_the sit first wing steal my_time hour cause and_you_know good show power power hell like_a woman burn like_a blue flame mistake hand never eat oh_you wing steal my_time hour cause and_you_know good show power power hey,pop
like_i love you_know just_like i_know bad just_like just_like hang back you_go a_little two lover head dead end fast hold tight laugh red light big another tonight every sick city game real wild man baby get high baby get high,rock
yeah magic huh come_on hey yo stop man real huh yeah yo yo go hang live like cool flow like_you your_mind yo cause know love would soon big ya know know play would make_a mistake know throw away know_that last shot play way even broken be_right two time turn gun like two time today something say two time_to i_get wait_for the_sun shine wait_for they_say play good happen go,hip hop
i_wanna go_to bed arm around wake_up pretend still sleep till you_go home i_look sign say leave time i_believe in_love nothing last i_believe in_love nothing safe i_believe in_love maybe sleep arm warm around side different face smile i_feel safe hand reach mine away sight time,pop
damn you_look good clothes try_to come strong help cause girl beautiful deny i_want body yeah take_it cause girl beautiful i_wanna love_you the_light keep long i_wanna see every i_get move i_wanna love_you the_light hold_you til the_night go i_wanna see every i_get move i_wanna love_you the_light hey_hey i_like room really get_to start secret talk speak i_never wanna leave cause so_much to_see,pop
i_know go truth die last lie no_one leave_to remember story nobody tell sad sorry night black warm storm and_get ready_to story old family live long make_it live soul great small great forever stand empty live_in house build dream home many good friend follow care else care empty room much old end smoke cannot say long since go go wrong know_that ever live we_know long since go,rock
i_wanna fly away the_people know my_name get away war call hide away white lay the_sun fly away mama wind,hip hop
nothin time my_hand ask lord somethin knee hard_to make_a stand catch the_city brother fight speak the_truth nobody believe you_hear word understand understand everything good be_go get_to till i_get belong get_to i_say fight another i_get scar prove heal the_world hang tight tell_me real everything good be_go get_to till i_get belong get_to blood laugh fear sorrow the_pain still stand day,rock
come open rise wave turn the_eye full_of hate son ride meet fate destiny son ride meet fate ride face high the_edge the_world fill the_air work pain,heavy metal
